Char,Diag,wlen
Chandler," (rushing in) Oh, good! Good! Do you guys know how to get a chick out

of a VCR?!",18
Rachel," (She drops the brush) Y'know what? I cannot do this with my left hand!

Would you please, help me with this too?",22
Ross," Ohh. (He drops the shoes, takes the brush from her, and licks the tip. He

doesn’t like how it tastes.)",20
Rachel," (taking the brush back) Okay. Let’s use this brush. (Hands him

another one.)",13
Rachel," Careful. Light. Okay, do you know how, just sweep it across the lid.

Okay? Just sweep it.",17
Ross, Oke-dokey. (He pokes her in the eye with the brush.),10
Ross," Sweep, sweep....(He starts to paint it on her eye, making it look like she

has a black eye.)",18
Rachel," We don’t want it-it to be too much, we want it to be subtle.",14
Ross," No. No, y'know you don’t, you don’t wear enough of this. (Rachel

is shocked) What?",15
Rachel," Since when, since when do you think I don’t wear enough of this?",13
Ross," Well I, close your eyes, I just think you’re gonna like this a little

better, ‘cause, close-close... (He gets some more on the brush)",24
Ross," (blows it) Sorry. ‘Cause umm, I think this will make you a little

more sophisticated.",15
Monica," Okay, but wouldn’t it be easier if you had to tell me something

that you could tell me.",18
Phoebe," Well, sure in a perfect world. But, no, I promised I wouldn’t tell,

and I swore to like all my gods.",21
Monica, Okay. Does it have to do with Ross and Rachel?,10
Monica," Does it have to do with-with Chandler and that sock that he keeps by his

bed?",16
Rachel," Sure, I’ll just sit next to the trans-sexual from purchasing.",10
Ross," Okay, come on! All right, I gotta go! So good luck at the party. Okay?",15
Rachel," Oh wait, Ross, would you just stay and help me get dressed?",12
Ross," Rachel, I’ve seen you naked a million times. I ate hot fudge off you

naked. Remember, I-I sucked that mini-marshmallow out of your belly button?",25
Rachel," Yeah, but that was different. Y’know? I mean, we were, we were

going out then, now I think it’s weird.",20
Ross," Rach, y'know I can see you naked any time I want.",11
Ross, All I have to do is close my eyes. See? (closes his eyes) Woo-hoo!!,14
Rachel, Come on! I don’t want you thinking of me like that any more!,13
Ross," Ahh, sorry, nothing you can do about it. It’s one of my ah, rights as

the ex-boyfriend. (closes his eyes again) Oop, oh yeah!",24
Ross," Okay, okay, I’m sorry, it will never happen... (closes eyes) Uh-oh!

Wait a minute! Wait-wait, now there are a hundred of you and I’m the king. ",26
Ross," Come on, would you grow up? It’s no big deal.",10
Rachel, All right. (She starts to take off her robe) Fine.,10
Rachel," O-kay!! See what you did, I’m gonna be doing it by myself now.

Okay? ",14
Ross, Easy. Easy. You have to go to the hospital. Okay?,10
Ross," Okay, I’m gonna get your coat and then I’ll-I’ll put you in

a cab.",14
Rachel," Okay. Oh wait, wait-wait, you’re not gonna come with me?",10
Ross, (He thinks about it) Of course I am. I just have to make a call.,15
Rachel," Thank you. (She goes to take off her make-up and screams in pain)

Oww!!!! God!",15
Rachel," I’m sorry, I just can’t go to the hospital lookin’ like

this.",12
Monica," Okay, so it doesn’t involve Ross or Rachel or Chandler or Joey.

But, what about Pete?",16
Monica," Okay, I feel like I’m talking to Lassie. All right, Phoebe would

you just tell me!",16
Monica," Okay, does it involve something to do with Pete’s computer company?",11
Chandler," I know. See, yes. That’s Yasmine Bleeth, she’s a completely

different kind of chick. I love you both. But in very different ways.",23
Joey," (sees he’s watching Baywatch) Ohhh. (sees he still has the

chick) Ahh! What are you doing?! I thought you were gonna take her back to the store

today.",28
Chandler," I did! But the store wouldn’t take her back! So then I took her

to the shelter, and you know what I found out? ",24
Chandler," If they can’t find a home for her, they kill her! And I’m

not gonna let that happen to little Yasmine!",21
Joey," Okay, good, good, good, ‘cause, good, ‘cause I was kinda having

second thoughts too. ",14
Chandler," Okay. And it’s not just chicks y'know? It’s all kinds of

other animals!",13
Monica," I don’t believe this! Wow, look at this refrigerator! It’s

gigantic! I mean I could live in this thing! I’d be cold, but I’m always cold.

Oh my God, look at these spider burners! I love spider burners.",38
Monica," Oh, it is sooo perfect. Thank you so much. (runs over and hugs him)",14
Monica," No, it’s not bad. It’s not bad at all. It’s-it’s

really nice.",12
Monica," You may be okay about getting hurt, but I am not okay with being the one

who hurts you. That’s why I can’t take this job.",26
Monica," And well, we probably shouldn’t see each other anymore. I’m

sorry.",11
Monica," All right shut up for a second and let me just see something. (She

kisses him back on the lips) Oh, wow! (They then hug and kiss, very passionately.)",29
Chandler," Okay! Now you stay out here, and you think about what you did!!",13
Chandler," That’s a bad duck!!! (to Ross) How’d the thing go tonight,

Ross?",12
Ross," Nothing, ah there was this thing at the museum. Come on. (they go into her

apartment) Easy.",17
Chandler," (to the duck) Okay, now when you come back I hope you remember that,

that chick is not a toy! (He goes back into the apartment)",26
Ross," I was kinda, supposed to be on TV tonight for The Discovery Channel.",13
Ross," Eh, ‘cause I knew that if I told you, you’d make me go, and I

knew you needed someone to be with you tonight. Come on. Come on.",28
Ross," No, that’s, no, as long as you’re okay. So I’ll ah,

I’ll see you tomorrow.",15
Chandler, (coming out of his apartment and seeing Ross) What did you do?,12
Chandler," See, I told you they don’t swim. (He goes to take it out)",13
Chandler," Noo! (takes him out) Oh, it’s okay, it’s okay, baby, baby,

baby.",12
Rachel," Oh, Phoebe, are you still on hold? I was supposed to call my Dad back

like two hours ago.",19
Phoebe," Oh, yeah, he clipped on, he said call him as soon as you get a chance,

he’s at Flimby’s.",19
Phoebe," Oh, yeah, that’s the word I use when I can’t remember the real

thing.",14
Phoebe," No! Rachel, that’s what they want me to do. My warranty expires

tomorrow, if I don’t get through, they’re not gonna fix my crappy, broken phone

for free! We cannot let them win! It’s us versus them!",37
Joey," Uh, listen I gotta double check for tickets tonight. Who-who got what?",12
Monica," I need two. I’m bringing Pete. My boyfriend. I have a boyfriend

now!",13
Chandler," Who’s number two? One of the more difficult games sewer workers

play.",12
Ross," Yeah, kinda. It’s this woman from work. I hope that won’t be too

weird. Will it, Rach?",17
Rachel," No. No, not at all, not at all. I actually was gonna bring someone

myself, so…",16
Joey," Okay. (to Phoebe and Chandler) Did ah, you guys mean you plus one?",13
Joey," Oh, hey, you guys are finally gonna get to meet Kate!",11
Joey," (to Chandler) And I ah, borrowed some of your cologne. I hope she likes

it.",15
Monica," Joey, what are you doing?! It’s never gonna happen, she’s

seeing somebody.",12
Monica, (to Phoebe) Here you go. You can wear this. (hands her a sweater),13
Phoebe," Okay. (on phone) Ooh, I’m setting the phone down. (does so) But

I’m still here! Just don’t go anywhere I’m still here. (starts to put on

the sweater) Don’t-don’t switch or anything, ‘cause I’m, I’m

right here. (She has pulled the sweater over her head, but her head is stuck in a sleeve.)

Just one sec. One sec! One second!! (She is now frantically trying to get the sweater on,

as Monica returns from the bathroom.) Wait! One second! Just…",80
Monica, And! We also have speaker phone. (She turns on the speaker phone.),12
Monica," Okay, wait, you gotta hang up ‘cause we’re gonna be late.",11
Phoebe, Yes!! Yes!! I’m the next caller! You were gonna have me hang up.,13
Chandler," (entering, carrying the chick and duck) Hey! Can you take a duck and a

chick to the theatre? ",18
Chandler," Okay. I just wanted them to hear it from somebody else.

(to the chick and the duck) All, right, fellas, back to 

Nintendo. ",23
Rachel," How are you? (She goes to kiss him on the cheek, but stops because of

the dates and pats him on the shoulder.)",23
Rachel," Okay, uhh, I think I’m going to run to the ladies room.",12
Ross," Okay. (The girls leave.) (to Tommy) So uh, well, this-this is uh, this is

awkward.",15
Ross, Well y'know ‘cause Rachel and I used to go out.,10
Ross, Oh! Well then this is awkward. So what do you uh…,11
Ross," Okay. (sees two people sitting in their seats.) Uh, huh. Excuse me,

I’m sorry, I-I think you may be in our seats.",22
Ross," (looking at ticket) Yep! Yeah, see this says D-13, and uh…",11
Chandler, Almost as good as that play with the two naked girls on the see-saw.,14
Joey," (sees Kate) Oh-oh, hey-hey, Kate! Listen I want you to meet everybody.

Everybody, this is Kate.",16
Ross," (drags Chandler over to buffet table) I’m telling you, this guy

Rachel is with is crazy! Okay? He viscously screamed at total strangers! I think he’s

baaad news!",28
Chandler," Wait a minute, wait a minute, you don’t like the guy

Rachel’s dating? Well, that’s odd.",16
Joey," Oh, hey, Lauren. Uh, you guys this is, this is Kate’s understudy,

Lauren.",13
Monica," Yeah, and in the long version, I dump him for telling people the short

version.",15
Ross," Hi! Yeah! Tommy’s in line for the bathroom and someone just cut in

front of him, I think he’s gonna snap. (He’s watching very intently)",25
Monica, You were the next caller five hours ago. You must be going crazy.,13
Phoebe," Oh, okay, yeah. (to Monica) I put your stuff in her room, and her stuff

in your room.",18
